gene,sod
SLC19A3,-0.0471
FN3K,-0.0471
IL2RB,-0.0471
GBX2,-0.0472
EFNA4,-0.0472
ANKRD36B,-0.0473
VXN,-0.0473
TRIM46,-0.0473
DAB2IP,-0.0473
ICAM5,-0.0473
LCA5L,-0.0474
PRDM13,-0.0474
SLC22A23,-0.0474
PEX12,-0.0474
SLC9A5,-0.0474
UNC119B,-0.0475
AL022328.4,-0.0476
EAF2,-0.0476
DZANK1,-0.0476
FNDC10,-0.0476
TET3,-0.0476
ALG1L2,-0.0476
KMT2E-AS1,-0.0477
C1QTNF1,-0.0477
GPR107,-0.0477
PWWP2B,-0.0477
LDLRAD4,-0.0478
EHD3,-0.0478
LINC01730,-0.0478
IL18BP,-0.0478
MYO16,-0.0478
DUSP22,-0.0479
SNHG4,-0.048
PBX3,-0.048
SFMBT2,-0.048
DNAJC3-DT,-0.0481
AL845472.1,-0.0481
TADA1,-0.0481
AC124283.1,-0.0482
ZNF329,-0.0482
RAB15,-0.0482
TBC1D30,-0.0482
ZNF530,-0.0482
C21orf62-AS1,-0.0482
ZNRF3-AS1,-0.0483
ZNF614,-0.0483
LRRN3,-0.0483
NEMP2,-0.0483
RAB3B,-0.0483
ZNF124,-0.0484
ORMDL3,-0.0484
IGSF5,-0.0485
ZNF383,-0.0485
ZNF599,-0.0485
BTN3A1,-0.0486
AL021453.1,-0.0486
IL10RB-DT,-0.0486
PLAC4,-0.0487
CDH3,-0.0487
LYPD1,-0.0487
DDX11-AS1,-0.0488
SH3BGR,-0.0488
FRAT2,-0.0488
RNF44,-0.0489
MKS1,-0.0489
KIAA1614-AS1,-0.0489
AC025048.4,-0.049
METTL7B,-0.049
RHBDD1,-0.049
EVC2,-0.049
C18orf32,-0.049
FGFR4,-0.049
ZSWIM3,-0.049
RAB30,-0.0491
C3orf18,-0.0491
AL049874.3,-0.0491
LINC00960,-0.0491
TRO,-0.0491
LRRC49,-0.0492
WDR44,-0.0492
GCNT2,-0.0492
PPP1R3B,-0.0492
GMFG,-0.0493
NRAV,-0.0493
CCDC40,-0.0493
HOMER2,-0.0493
B3GNTL1,-0.0494
LIN52,-0.0494
APOBEC3F,-0.0494
ZNF814,-0.0494
EFNA5,-0.0495
LURAP1,-0.0495
ADAMTS17,-0.0496
CTIF,-0.0496
SRRM3,-0.0496
IKBKE,-0.0497
C2CD2L,-0.0498
KLHL6,-0.0498
INTS6L,-0.0498
MANSC1,-0.0498
CABP1,-0.0498
AC105942.1,-0.0499
AL138966.2,-0.0499
VLDLR-AS1,-0.05
ZNF182,-0.05
AC008608.2,-0.05
ZNF185,-0.05
LINC01483,-0.05
CUL9,-0.05
CDON,-0.05
AL117332.1,-0.0501
TRAPPC2,-0.0501
ZNF181,-0.0501
ATP9B,-0.0501
MGAT4A,-0.0501
ZBED3-AS1,-0.0502
CAPN3,-0.0502
DANT2,-0.0502
TLR3,-0.0502
TBCE,-0.0502
AC024257.3,-0.0503
DNAJC5B,-0.0503
TSC22D1-AS1,-0.0503
AL645728.1,-0.0504
CTXN1,-0.0504
TMEM272,-0.0504
OAZ3,-0.0504
HINT3,-0.0505
ZNF43,-0.0505
MOB3C,-0.0505
KCTD18,-0.0505
ARF5,-0.0505
KIF9-AS1,-0.0505
CENPV,-0.0505
SCN1B,-0.0505
PHETA1,-0.0506
HS6ST1,-0.0506
SLAIN1,-0.0506
PTPN3,-0.0506
AQP11,-0.0506
AL356488.3,-0.0506
MAFK,-0.0507
C17orf100,-0.0507
DHRS4,-0.0507
CHN2,-0.0507
MRPS24,-0.0507
MYORG,-0.0507
LZTS3,-0.0508
ZNF365,-0.0508
SMAD6,-0.0508
DARS-AS1,-0.0508
RBPMS2,-0.0508
ZNF544,-0.0508
KCNC1,-0.0508
USPL1,-0.0509
GNAO1,-0.0509
AKIRIN2,-0.051
AP1S3,-0.051
P4HA3,-0.051
SLC46A3,-0.051
AC019197.1,-0.0511
ABLIM1,-0.0511
ZDHHC1,-0.0511
FAM174A,-0.0511
C17orf53,-0.0511
MAP3K6,-0.0511
CCDC88B,-0.0511
HPCAL4,-0.0512
PPEF1,-0.0512
PPM1N,-0.0512
L3MBTL4,-0.0513
ZBTB7B,-0.0513
UNC13A,-0.0513
ACAD8,-0.0513
LRRC4B,-0.0514
SYT7,-0.0514
ITPKA,-0.0514
ZNF675,-0.0514
TMEM185B,-0.0514
ZNF57,-0.0514
GNG7,-0.0514
GSTA4,-0.0514
C17orf97,-0.0515
TIGD7,-0.0515
TTLL1,-0.0515
LRCH2,-0.0515
NEURL2,-0.0515
ZNF740,-0.0516
GRIK4,-0.0516
UNC13C,-0.0516
TAF1A-AS1,-0.0516
S1PR2,-0.0517
CDC42EP2,-0.0517
MYB,-0.0517
TET2,-0.0517
AP3S2,-0.0517
MTRNR2L4,-0.0517
ZC4H2,-0.0517
COL9A1,-0.0517
TCTEX1D1,-0.0518
ADORA2B,-0.0518
PAQR7,-0.0518
ZNF559,-0.0518
MYOM2,-0.0518
FLVCR2,-0.0519
RECQL5,-0.0519
HLX,-0.0519
TM4SF18,-0.0519
FOXC1,-0.0519
FAM72D,-0.052
LINC00910,-0.052
APLF,-0.052
SAMD13,-0.052
AGPAT4,-0.052
AFDN-DT,-0.0521
RABGAP1L,-0.0521
ZFP62,-0.0521
ADPRH,-0.0522
AC009061.2,-0.0523
ZRSR2,-0.0523
TMC8,-0.0523
SYCP2,-0.0523
FTCDNL1,-0.0523
DNAJC18,-0.0523
FAM234B,-0.0523
LETM2,-0.0524
ADAM22,-0.0524
AC068446.2,-0.0524
HSPA1A,-0.0524
AC053513.1,-0.0524
TOLLIP-AS1,-0.0524
AL138762.1,-0.0524
EMG1.1,-0.0525
AP002478.1,-0.0525
ZBTB22,-0.0525
CDKL5,-0.0526
GRAP2,-0.0526
FMO4,-0.0526
OSBPL7,-0.0527
KDM4A-AS1,-0.0527
BTBD9,-0.0527
CLCN2,-0.0527
DHRS11,-0.0527
AL080317.3,-0.0527
GPRIN1,-0.0527
AC127024.2,-0.0527
TIFA,-0.0528
AC110769.2,-0.0528
DTNA,-0.0528
AL160006.1,-0.0528
DLX6,-0.0528
AC007405.3,-0.0528
ZNF337-AS1,-0.0529
AC074117.1,-0.0529
ADSSL1,-0.0529
C6orf47,-0.0529
HAR1A,-0.0529
SEPT1,-0.0531
PI4K2B,-0.0531
PLS1,-0.0531
ATP2A1-AS1,-0.0531
ARHGAP26,-0.0532
AC005726.1,-0.0533
MPP3,-0.0533
KIAA1841,-0.0533
SMIM2-AS1,-0.0533
CAPS,-0.0534
PRDM5,-0.0534
CLCN6,-0.0534
CACNB3,-0.0534
KCTD21-AS1,-0.0534
TMEM234,-0.0535
PANK1,-0.0535
GNB3,-0.0535
ARHGAP5-AS1,-0.0535
METTL18,-0.0535
SPACA9,-0.0535
FICD,-0.0536
CACFD1,-0.0536
FAAP24,-0.0536
AC016588.2,-0.0537
RASA4,-0.0537
AL391422.3,-0.0537
RFXAP,-0.0537
EDA,-0.0538
STOML1,-0.0538
AP001469.3,-0.0538
AC037459.3,-0.0538
LINC00893,-0.0538
HAPLN3,-0.0539
TRAM2-AS1,-0.0539
ACACB,-0.0539
RBFOX1,-0.054
AC022098.1,-0.054
CCDC171,-0.054
MAP3K8,-0.054
AC002310.1,-0.0541
CES3,-0.0541
FSD1L,-0.0541
AL391121.1,-0.0542
JAZF1,-0.0542
FAM24B,-0.0542
CAMKK1,-0.0542
CASTOR1,-0.0543
HOXB5,-0.0543
TECPR2,-0.0544
ZBTB6,-0.0544
CPNE5,-0.0544
IL10RB,-0.0544
Z68871.1,-0.0544
DMPK,-0.0544
AC022893.1,-0.0544
AC009955.4,-0.0544
RBPMS-AS1,-0.0545
LINC01004,-0.0545
TBCCD1,-0.0545
QPCTL,-0.0545
CMTM4,-0.0545
GRK4,-0.0545
AP001505.1,-0.0545
DOLPP1,-0.0546
DISP2,-0.0546
AC100786.1,-0.0546
ABHD17B,-0.0546
ZNF529,-0.0546
AC019205.1,-0.0547
FAM53A,-0.0547
SH3BP5-AS1,-0.0547
GPR89A,-0.0547
ABCC10,-0.0547
LMAN2L,-0.0548
BAIAP2L2,-0.0548
COG7,-0.0548
IFT172,-0.0548
SDCBP2,-0.0548
KRBA2,-0.0548
HSD17B1,-0.0549
TMEM231,-0.0549
PTGR2,-0.0549
AC006449.6,-0.0549
RAB3IL1,-0.055
GVQW3,-0.055
STK19,-0.055
ACTR3B,-0.055
AL023806.1,-0.055
MAP3K9,-0.055
SLC9A3,-0.0551
ANKRA2,-0.0551
TTC23,-0.0551
CD48,-0.0552
AC093525.4,-0.0552
ZNF260,-0.0552
GTPBP2,-0.0552
FBXL13,-0.0553
GFPT2,-0.0553
TMEM238,-0.0554
KLF15,-0.0554
TUBD1,-0.0554
NPHP4,-0.0555
NR6A1,-0.0555
ADARB1,-0.0555
ZNF805,-0.0555
AC079089.1,-0.0555
ASPHD2,-0.0555
CD1A,-0.0555
SLC4A3,-0.0555
ZNF354A,-0.0555
KCNE1,-0.0556
ADAT2,-0.0556
BBOF1,-0.0556
TAS2R14,-0.0556
NRSN2-AS1,-0.0556
ERBB2,-0.0557
SCUBE2,-0.0557
TMEM116,-0.0557
RHPN2,-0.0558
FGF22,-0.0558
AL022238.2,-0.0558
ZNF333,-0.0558
AC242426.2,-0.0558
CRLF3,-0.0559
RAB23,-0.0559
SPATA7,-0.0559
LRRC20,-0.0559
NBPF26,-0.0559
NIPAL1,-0.056
SOCS7,-0.056
CCDC26,-0.056
TPRG1L,-0.056
F8A1,-0.056
CCDC189,-0.0561
PEX11G,-0.0561
MTM1,-0.0561
AP001160.3,-0.0561
TM4SF19-TCTEX1D2,-0.0562
HOXA13,-0.0562
TTC30B,-0.0563
C8orf86,-0.0563
CLK2,-0.0563
KBTBD7,-0.0563
AC003102.1,-0.0563
AL133304.2,-0.0563
AL590822.2,-0.0563
ZNF526,-0.0563
AC010491.1,-0.0564
LAMC3,-0.0564
AL391832.2,-0.0564
PGBD1,-0.0564
TTC30A,-0.0564
AC016705.2,-0.0564
AP000254.1,-0.0564
ZNF189,-0.0564
AC004771.4,-0.0564
SNURF,-0.0564
B3GAT1,-0.0564
PCDHB5,-0.0565
ZNF283,-0.0565
CHST6,-0.0565
KIAA0895L,-0.0565
AC092171.3,-0.0566
CNIH2,-0.0566
DERL3,-0.0566
AC108047.1,-0.0566
KCNC3,-0.0566
PIGB,-0.0567
MTRNR2L6,-0.0567
SUSD6,-0.0568
RABL2A,-0.0568
PLA2G6,-0.0568
EEF1AKMT3,-0.0569
KCNK2,-0.0569
ZBED1,-0.0569
PCYOX1L,-0.0569
SEPSECS,-0.057
AC048341.2,-0.057
CDAN1,-0.057
RAB33B,-0.057
LINC02256,-0.0571
IFT140,-0.0571
ALG10B,-0.0571
MAGEE1,-0.0571
AC087239.1,-0.0572
PGM5,-0.0572
BBS12,-0.0572
HOXA6,-0.0572
AC034236.2,-0.0572
AC093677.2,-0.0572
HOXD1,-0.0573
SEMA3E,-0.0573
AC026979.2,-0.0573
LINC00310,-0.0573
AC124798.1,-0.0573
WNT2B,-0.0573
ZNF684,-0.0574
APBB3,-0.0574
KLHL22,-0.0574
ZNF500,-0.0574
PRKD1,-0.0574
AC027097.1,-0.0574
SUMO4,-0.0575
ZNF646,-0.0575
RGS5.1,-0.0575
TVP23B,-0.0575
ZNF845,-0.0575
AL035461.2,-0.0576
ZNF546,-0.0576
NBPF20,-0.0576
ZNF658,-0.0576
MBLAC1,-0.0576
SYDE2,-0.0576
ZNF804A,-0.0577
FAM98C,-0.0577
AC004943.2,-0.0577
LINC01602,-0.0577
MARS2,-0.0578
AC073111.5,-0.0578
NBPF9,-0.0578
PHKA1,-0.0578
ARHGEF28,-0.0578
LRFN1,-0.0578
SIRT4,-0.0579
BCL11A,-0.0579
ZNF304,-0.0579
TSACC,-0.0579
KLHL2,-0.0579
RAB42,-0.0579
ZNF221,-0.0579
CRYBB2,-0.058
NAP1L5,-0.058
SERF1A,-0.0581
AC068888.1,-0.0581
C5orf47,-0.0582
AL139260.1,-0.0582
ENTPD3-AS1,-0.0582
EGLN3,-0.0582
SH3TC2,-0.0582
AGBL3,-0.0583
SLC1A1,-0.0583
ZNF254,-0.0583
LIPE-AS1,-0.0583
NAPA-AS1,-0.0583
AC067852.2,-0.0583
ZNF565,-0.0584
AC138969.1,-0.0584
RWDD2A,-0.0584
CDKN1C,-0.0584
LINC02193,-0.0584
EVL,-0.0584
RRAGB,-0.0584
SERHL2,-0.0584
AC005229.4,-0.0584
BLOC1S3,-0.0585
LRRC3,-0.0585
LRP4,-0.0585
S1PR5,-0.0585
CAB39L,-0.0585
FBXL8,-0.0585
SIK2,-0.0585
AL354811.1,-0.0586
WDR35,-0.0586
ABCG5,-0.0587
ZC3H10,-0.0587
LPAR1,-0.0587
AC018647.2,-0.0587
ZNF440,-0.0587
CPEB1-AS1,-0.0588
MAP1LC3A,-0.0588
KCNH3,-0.0588
SLC24A1,-0.0588
NXPH4,-0.0588
TENT5C,-0.0589
MTCL1,-0.0589
SIDT2,-0.0589
ZNF85,-0.0589
SSH3,-0.059
CBARP,-0.059
ZNF74,-0.059
ANO7,-0.059
SRXN1,-0.059
AL133215.2,-0.059
AC097376.2,-0.0591
AF233439.1,-0.0591
AP4B1,-0.0591
DCAF4,-0.0591
ZNF324B,-0.0591
ZNF792,-0.0591
KBTBD3,-0.0592
OSCP1,-0.0592
HIST4H4,-0.0592
PKDCC,-0.0592
ZBTB3,-0.0592
DAPK2,-0.0592
MAGIX,-0.0592
RCBTB1,-0.0593
STYK1,-0.0593
AC005921.2,-0.0594
MYLK-AS1,-0.0594
AC004918.1,-0.0594
AC012467.2,-0.0594
EMILIN2,-0.0594
LINC01431,-0.0594
HSF2BP,-0.0594
BCORL1,-0.0594
IPMK,-0.0595
FAM131A,-0.0595
SMC5-AS1,-0.0595
AP001527.2,-0.0596
USP35,-0.0596
AL031665.2,-0.0596
DCUN1D2,-0.0596
AC026250.1,-0.0596
LURAP1L-AS1,-0.0596
FAM8A1,-0.0596
AC040970.1,-0.0596
SMPX,-0.0597
CDC14A,-0.0597
AL731569.1,-0.0597
TRPM2-AS,-0.0597
ZNF605,-0.0597
RNASEL,-0.0597
AC114490.3,-0.0597
ARMCX5,-0.0598
BARHL2,-0.0598
ARL5B,-0.0598
JAK3,-0.0598
TBCEL,-0.0598
KDELC1,-0.0598
AFG1L,-0.0599
RAB3C,-0.0599
AC006946.2,-0.0599
TMPRSS5,-0.0599
ZNF417,-0.0599
PFN4,-0.0599
AC008105.1,-0.06
FGFBP3,-0.06
PTP4A3,-0.06
KLHL28,-0.06
PIGV,-0.0601
PSMG3-AS1,-0.0601
POC1B-AS1,-0.0601
KIF27,-0.0601
UBE3D,-0.0601
VSIG10L,-0.0602
TMC7,-0.0602
RAB36,-0.0602
ABHD15,-0.0602
PJVK,-0.0602
GSTCD,-0.0602
CASP9,-0.0603
ZBTB8A,-0.0603
RGP1,-0.0603
ICA1L,-0.0603
NSUN3,-0.0603
ZNF772,-0.0603
SLC22A5,-0.0604
AC004812.2,-0.0604
SGPL1,-0.0604
UBAC2-AS1,-0.0604
FAM161B,-0.0605
ISPD,-0.0605
ZNF483,-0.0605
MINDY1,-0.0605
NFYC-AS1,-0.0605
FOXD2,-0.0606
TSPAN7,-0.0606
RGL3,-0.0606
OPLAH,-0.0606
RFX2,-0.0607
HOXA5,-0.0607
AL138737.1,-0.0607
DENND3,-0.0607
DGKQ,-0.0608
AC019069.1,-0.0608
USP49,-0.0608
LINC01550,-0.0608
TMEM44-AS1,-0.0608
DTWD2,-0.0608
ZNF416,-0.0608
FRAT1,-0.0609
GOLGA8B,-0.0609
TUB,-0.0609
RNF144B,-0.0609
PPM1D,-0.0609
AP000759.1,-0.0609
RAP2C,-0.0609
AL355312.4,-0.0609
AC073073.2,-0.0609
CDYL2,-0.0609
DTD2,-0.061
LHPP,-0.061
ARL17B,-0.061
HLA-DMB,-0.0611
POMZP3,-0.0611
CCDC24,-0.0611
FAM174B,-0.0611
RCBTB2,-0.0611
ZBED5-AS1,-0.0611
TAF1A,-0.0611
RAD9A,-0.0611
LINC01063,-0.0612
GPSM3,-0.0612
DOK1,-0.0613
RABGEF1,-0.0613
AC091729.3,-0.0613
ICOSLG,-0.0613
C12orf66,-0.0614
CCDC121,-0.0614
AC091153.3,-0.0614
HOXC8,-0.0614
PAQR6,-0.0615
MAB21L1,-0.0615
TIGD1,-0.0615
DUSP1,-0.0615
C3orf70,-0.0615
TOMM40L,-0.0616
AC023043.1,-0.0616
LINC02482,-0.0616
LRSAM1,-0.0617
TMEM52,-0.0617
LINC01117,-0.0617
CENPBD1,-0.0617
AL023803.2,-0.0618
KCNS3,-0.0618
AL137802.2,-0.0618
ATL1,-0.0618
SPIN4,-0.0618
STK36,-0.0618
CRTAC1,-0.0618
AARSD1,-0.0619
ZNF432,-0.0619
PLPP6,-0.0619
SHPK,-0.0619
TMEFF2,-0.062
PRR26,-0.062
ACP6,-0.062
PAXBP1-AS1,-0.062
HARBI1,-0.062
SHC3,-0.0621
SLC45A3,-0.0621
AC016727.1,-0.0621
ASB16-AS1,-0.0621
ZNF543,-0.0621
NFKBID,-0.0621
TBC1D32,-0.0621
AC022306.2,-0.0621
LINC02454,-0.0622
ZNF782,-0.0622
PPFIA3,-0.0622
AC018638.7,-0.0623
SPIN3,-0.0623
NUDT18,-0.0623
AC104986.2,-0.0623
THSD1,-0.0623
DAGLB,-0.0623
HOXA1,-0.0623
LINC01317,-0.0623
AC010883.1,-0.0624
DLX4,-0.0624
AC024060.1,-0.0624
ZSCAN16,-0.0624
SIX5,-0.0624
TBCE.1,-0.0624
CDH24,-0.0624
GPD1L,-0.0625
CRY1,-0.0625
LPAR4,-0.0625
TMEM8B,-0.0625
SYT15,-0.0625
KBTBD6,-0.0626
ADCY7,-0.0626
LINC01424,-0.0626
PIM2,-0.0626
TFEB,-0.0626
SH3BP5L,-0.0626
FIZ1,-0.0627
AC037459.2,-0.0627
AC007038.1,-0.0627
BRF2,-0.0628
AL034549.1,-0.0628
ZMYND12,-0.0628
PTPDC1,-0.0628
NPIPA1,-0.0628
LINC01534,-0.0628
AC108488.1,-0.0628
MACROD2,-0.0628
CR381653.1,-0.0628
LIN7B,-0.0629
ABCA2,-0.0629
AP003086.1,-0.063
LINC00472,-0.063
C7orf31,-0.063
TUBE1,-0.0631
C11orf65,-0.0631
SGK494,-0.0631
AC106712.1,-0.0631
AC023590.1,-0.0631
AL603832.1,-0.0631
AC069544.1,-0.0632
MED26,-0.0632
GBGT1,-0.0632
PHF7,-0.0632
BCLAF3,-0.0632
HOXA3,-0.0632
TRPM4,-0.0632
CRADD,-0.0633
LRRC56,-0.0634
AC011511.1,-0.0634
AC010531.6,-0.0634
C1orf54,-0.0634
WFDC3,-0.0634
AL451085.2,-0.0634
PIGZ,-0.0634
STK11IP,-0.0634
TBC1D19,-0.0634
GPATCH3,-0.0634
HINFP,-0.0635
ABHD8,-0.0636
AC005034.3,-0.0636
AC023355.1,-0.0636
HCFC2,-0.0636
GKAP1,-0.0636
HPSE,-0.0637
CNTNAP1,-0.0637
FBXO31,-0.0637
IRF2BP1,-0.0637
WDR53,-0.0638
SCYL3,-0.0638
DLGAP1-AS2,-0.0638
AC002310.2,-0.0638
AC092279.1,-0.0638
ZBTB2,-0.0638
AC018797.2,-0.0638
FAM160A2,-0.0638
CRTC1,-0.0638
POLL,-0.0638
TMEM102,-0.0639
GRK5,-0.0639
PPARG,-0.0639
GRB14,-0.064
PARP8,-0.064
C16orf86,-0.064
AC110285.5,-0.064
HIST1H2AJ,-0.064
AL355353.1,-0.064
SGPP1,-0.064
BEND7,-0.064
AC008637.1,-0.064
XRCC3,-0.0641
ITFG2-AS1,-0.0641
RAB12,-0.0641
TMEM191B,-0.0641
ARHGEF10L,-0.0641
PRRG1,-0.0642
DNAAF3,-0.0642
SYT12,-0.0642
FAM155B,-0.0642
ANKDD1A,-0.0642
ZNF585A,-0.0643
MYO1F,-0.0643
NLRX1,-0.0643
HIST1H2BF,-0.0643
CERS4,-0.0643
AC240274.1,-0.0644
CACNB1,-0.0644
AC027020.2,-0.0644
AC127496.5,-0.0644
MAST1,-0.0644
ELOA-AS1,-0.0645
CXorf40B,-0.0645
TXNDC5,-0.0645
ARHGAP45,-0.0645
MICU3,-0.0645
TBCK,-0.0645
AL390728.6,-0.0645
ATRNL1,-0.0645
AL512353.1,-0.0646
FAM171B,-0.0646
PDGFD,-0.0646
RASSF5,-0.0646
ZNF696,-0.0646
UNKL,-0.0646
PRMT9,-0.0647
AC007448.3,-0.0647
AC025181.2,-0.0648
MRPS30-DT,-0.0648
CYB561D1,-0.0648
ZSCAN26,-0.0648
KIAA1147,-0.0649
AL591845.1,-0.0649
AL135902.1,-0.0649
LINC01611,-0.0649
AC245452.1,-0.065
AC083880.1,-0.065
PLPP1,-0.0651
NOMO3,-0.0651
ZNF555,-0.0651
ALDOA,-0.0651
SNAI3-AS1,-0.0651
GPAM,-0.0651
ZNF71,-0.0651
CCDC110,-0.0652
GIPC3,-0.0652
SLC25A53,-0.0652
ZNF850,-0.0652
SUV39H1,-0.0653
FBXO30,-0.0653
GALM,-0.0653
CROCC,-0.0654
LINC02525,-0.0654
SLC46A1,-0.0654
LLGL1,-0.0654
L2HGDH,-0.0655
HSPA14,-0.0655
TCP11L1,-0.0655
AC008079.2,-0.0656
AP001160.2,-0.0656
PARP11,-0.0656
C10orf88,-0.0656
AC022075.1,-0.0657
HFE,-0.0657
AP000802.1,-0.0657
GSEC,-0.0657
RBM11,-0.0657
AC239799.2,-0.0657
ZNF527,-0.0657
RAB9B,-0.0658
ARMC2,-0.0658
SESN1,-0.0658
ZNF674,-0.0659
LINC01134,-0.0659
SCAI,-0.0659
SLITRK5,-0.0659
TTC39B,-0.0659
CCDC120,-0.0659
UCKL1-AS1,-0.0659
CBWD5,-0.066
AC102953.2,-0.066
PAOX,-0.066
RIMS3,-0.066
ZNF112,-0.066
KRBOX4,-0.066
AL451165.2,-0.066
ZNF19,-0.066
CEP120,-0.066
ERMP1,-0.0661
ACVR2B,-0.0661
LINC01816,-0.0661
FKRP,-0.0661
CDK2AP1,-0.0661
AC130650.2,-0.0662
YY2,-0.0662
LIPT1,-0.0662
MIER2,-0.0662
ZNF70,-0.0662
FBXO16,-0.0662
ZFP37,-0.0662
AL118558.3,-0.0663
CDKAL1,-0.0663
CDCA7L,-0.0663
ZNF554,-0.0664
AL139289.2,-0.0664
BVES,-0.0664
ZNF761,-0.0664
AC034229.4,-0.0664
IRAK1BP1,-0.0664
LINC01694,-0.0664
GJC3,-0.0665
AL928970.1,-0.0665
AC100814.1,-0.0665
ABCA7,-0.0665
CYP51A1,-0.0666
PSMA6,-0.0666
AC068473.5,-0.0666
PLD2,-0.0666
AC005332.7,-0.0666
ZNF324,-0.0667
ABCB9,-0.0667
AL078590.3,-0.0667
AC096677.1,-0.0667
ZNF200,-0.0667
AL138724.1,-0.0668
MANEA,-0.0668
IL17RC,-0.0668
ZNF780B,-0.0668
ATP1A3,-0.0669
SLC2A1-AS1,-0.0669
FBF1,-0.0669
ZNF529-AS1,-0.0669
BMT2,-0.0669
MRM1,-0.0669
TNKS2-AS1,-0.0669
PANX1,-0.0669
RBMS2,-0.067
ZBTB48,-0.067
KMT5C,-0.0671
SLC16A13,-0.0671
LYSMD1,-0.0671
PLAC1,-0.0671
AC078883.1,-0.0671
AC007878.1,-0.0672
SLC43A2,-0.0672
AC007040.2,-0.0672
SYNPO2L,-0.0673
SARNP,-0.0673
PRR16,-0.0673
ZNF101,-0.0673
AC098850.3,-0.0673
DOK4,-0.0673
AL022322.2,-0.0673
CEP295NL,-0.0674
ENO3,-0.0674
DOCK6,-0.0675
SAMD15,-0.0675
AC073389.1,-0.0675
MTRNR2L7,-0.0675
MIR762HG,-0.0675
ADAMTSL5,-0.0675
NFYA,-0.0675
FSTL3,-0.0675
IQSEC1,-0.0676
LLGL2,-0.0676
FAM110D,-0.0676
PRSS12,-0.0676
GGT5,-0.0676
LINC01952,-0.0676
ZRANB3,-0.0677
CCDC22,-0.0677
AL355488.1,-0.0677
AL592494.3,-0.0677
FANCE,-0.0677
CHKB,-0.0677
TBC1D8-AS1,-0.0677
SLC10A7,-0.0677
SLC25A35,-0.0677
KIAA1328,-0.0677
DCX,-0.0678
PC,-0.0678
ALG10,-0.0678
AC096711.2,-0.0679
FGF13,-0.0679
MARK4,-0.0679
ZNF747,-0.0679
PIDD1,-0.0679
GORASP1,-0.068
C15orf41,-0.068
AC007038.2,-0.068
IER3-AS1,-0.068
NKX6-1,-0.068
THAP2,-0.068
AC096733.2,-0.068
TWSG1,-0.0681
EXD3,-0.0681
ZNF699,-0.0681
SLC29A3,-0.0681
TRIM62,-0.0682
TTC4,-0.0682
SYCP3,-0.0682
SPEF2,-0.0682
KCTD1,-0.0682
RALGPS1,-0.0683
C2orf42,-0.0683
APBA1,-0.0683
GANC,-0.0683
AC127024.5,-0.0683
ZNF219,-0.0684
ZNF678,-0.0684
MCF2L2,-0.0684
NR5A2,-0.0684
ZSCAN2,-0.0684
ZNF10,-0.0684
TRAFD1,-0.0684
MLH1,-0.0684
PRNCR1,-0.0685
ZKSCAN8,-0.0685
AL031708.1,-0.0685
ELOVL3,-0.0685
VPS37C,-0.0686
PRICKLE3,-0.0686
EFNB2,-0.0686
ZNF513,-0.0686
ZNF627,-0.0686
KDM4D,-0.0686
AL080276.2,-0.0686
AC073320.1,-0.0686
SLC12A6,-0.0687
C1orf220,-0.0687
LINC02021,-0.0687
ARL15,-0.0687
RMDN2,-0.0687
ZNF184,-0.0687
TOMM5,-0.0687
AC016575.1,-0.0687
MIER3,-0.0687
SLC4A11,-0.0688
DNAJC28,-0.0688
AC092919.1,-0.0688
EPB41L4A,-0.0689
SLC11A1,-0.0689
EXO5,-0.0689
TUBGCP6,-0.0689
MINDY4,-0.0689
SPRYD3,-0.0689
EME2,-0.069
ZNF517,-0.069
CPB2-AS1,-0.069
TMTC4,-0.069
LIPT2,-0.069
PDZD7,-0.0691
ZNF691,-0.0691
STAT5B,-0.0691
C10orf95,-0.0691
DOLK,-0.0691
ANKRD18B,-0.0691
AP001107.9,-0.0691
TBKBP1,-0.0691
PLEKHG1,-0.0692
CCDC134,-0.0692
EVC,-0.0692
KBTBD4,-0.0693
MYL10,-0.0693
SLC25A25,-0.0693
CHIC1,-0.0693
PPM1M,-0.0693
TCEANC2,-0.0693
BRICD5,-0.0693
PAQR8,-0.0694
SMIM27,-0.0694
MBLAC2,-0.0694
ACVR2A,-0.0694
INO80B,-0.0694
AC096992.2,-0.0694
PSTK,-0.0694
ZNF774,-0.0695
PFKFB2,-0.0695
CAPS2,-0.0695
LINC01521,-0.0696
IDH1-AS1,-0.0696
SCAMP5,-0.0696
HIST1H3F,-0.0696
HCN3,-0.0696
BRSK1,-0.0696
GEMIN8,-0.0696
HYAL3,-0.0697
RAB26,-0.0697
EPHX2,-0.0697
DUSP19,-0.0697
ZNF248,-0.0697
DOPEY1,-0.0697
ZNF79,-0.0697
AC099518.5,-0.0697
AL022323.3,-0.0697
MCM3AP-AS1,-0.0697
PELI3,-0.0697
ZNF584,-0.0697
RAD50,-0.0697
ZEB1-AS1,-0.0698
ZNF34,-0.0698
AC009318.3,-0.0698
WDR25,-0.0698
BNC2-AS1,-0.0698
EEFSEC,-0.0699
PLCG2,-0.0699
NUDT12,-0.0699
SMKR1,-0.0699
FBXO38,-0.0699
ZSCAN9,-0.0699
AC138696.2,-0.0699
CDADC1,-0.0699
AC079305.1,-0.07
TATDN2,-0.07
KIAA0753,-0.07
TDRP,-0.07
ATXN7L1,-0.07
HSD17B6,-0.07
BX004987.1,-0.07
